관리번호,공원명,공원구분,소재지도로명주소,전화번호
48129-00016,제3근린공원,근린공원,경상남도 창원시 진해구 남문동 1297,055-548-4501
48129-00017,흰돌메공원,근린공원,경상남도 창원시 진해구 남문동 산4-2,055-548-4501
28237-00001,인천가족공원,묘지공원,인천광역시 부평구 평온로 61,032-510-1924
28185-00002,센트럴파크,근린공원,인천광역시 연수구 테크노파크로 196,032-721-4405
28185-00003,해돋이공원,근린공원,인천광역시 연수구 해돋이로 51,032-721-4405
28185-00004,미추홀공원,근린공원,인천광역시 연수구 해송로 59,032-721-4405
28185-00005,새아침공원,근린공원,인천광역시 연수구 신송로 118번길,032-721-4405
28185-00006,신송공원,근린공원,인천광역시 연수구  해돋이로38번길 39,032-721-4405
28185-00008,솔찬공원,근린공원,인천광역시 연수구 아카데미로51번길 20,032-721-4405
28185-00009,소라공원,근린공원,인천광역시 연수구 벤처로 11,032-721-4405
28260-00014,청라호수공원,근린공원,인천광역시 서구 크리스탈로 59,032-715-6430
28260-00011,1호문화공원,근린공원,인천광역시 서구 담지로42번길 8,032-715-6430
42230-00016,호산2공원,소공원,강원도 삼척시 원덕읍 호산리 213-15외 5필지,033-570-4012
42230-00015,당저2공원,소공원,강원도 삼척시 당저동 78-7 일원,033-570-4012
42230-00014,교가3공원,어린이공원,강원도 삼척시 근덕면 교가리 1266-7,033-570-4012
42230-00013,임원2공원,어린이공원,강원도 삼척시 원덕읍 임원리 790외 6필지,033-570-4012
42230-00012,미로공원,어린이공원,강원도 삼척시 미로면 하거노리 714-31 일원,033-570-4012
42230-00011,교동3공원,어린이공원,강원도 삼척시 교동 765-1,033-570-4012
42230-00010,교동2공원,어린이공원,강원도 삼척시 정상동 457-2,033-570-4012
42230-00009,교동1공원,어린이공원,강원도 삼척시 교동 756,033-570-4012
42230-00008,원당1공원,어린이공원,강원도 삼척시 원당동 171,033-570-4012
42230-00007,사직공원,어린이공원,강원도 삼척시 사직동 437-2,033-570-4012
42230-00006,봉황공원,어린이공원,강원도 삼척시 남양동 339-2 일원,033-570-4012
42230-00005,정라공원,어린이공원,강원도 삼척시 정상동 450 일원,033-570-4012
42230-00004,당저1공원,어린이공원,강원도 삼척시 당저동 20 일원,033-570-4012
42230-00003,교동공원,근린공원,강원도 삼척시 교동 754 일원,033-570-4012
42230-00002,성남공원,근린공원,강원도 삼척시 성남동 2 일원,033-570-4012
42230-00001,남양공원,근린공원,강원도 삼척시 남양동 109 일원,033-570-4012
46110-00025,남해,체육공원,전라남도 목포시 용당로 101,061-270-8372
46110-00027,만호진,역사공원,전라남도 목포시 목포진길 9번길 4-1,061-270-3542
46110-00039,죽교,어린이공원,전라남도 목포시 신죽길 30번길 14-5,061-270-3625
46110-00041,부영,어린이공원,전라남도 목포시 삼향천로 23,061-270-3625
46110-00056,중화,어린이공원,전라남도 목포시 상동로 33,061-270-3625
46110-00064,옥암지구3호,어린이공원,전라남도 목포시 남악2로52번길16,061-270-3625
46110-00013,청호공원,근린공원,전라남도 목포시 신촌로8번길 15,061-270-3631
46110-00014,부흥산공원,근린공원,전라남도 목포시 녹색로287,061-270-3625
46780-00001,벌교근린공원,근린공원,전라남도 보성군 벌교읍 벌교리 산16임,061-850-5574
46780-00002,보성근린공원,근린공원,전라남도 보성군 보성읍 보성리 산34-1,061-850-5574
46780-00003,조성근린공원,근린공원,전라남도 보성군 조성면 조성리 722,061-850-5574
46780-00004,예당근린공원,근린공원,전라남도 보성군 득량면 예당리 산31-23,061-850-5574
46780-00005,비봉근린공원,근린공원,전라남도 보성군 득량면 비봉리 512,061-850-5232
46780-00006,보성1어린이공원,어린이공원,전라남도 보성군 보성읍 보성리 674-2,061-850-5574
46780-00008,회정어린이공원,어린이공원,전라남도 보성군 벌교읍 회정리 484-2,061-850-5574
46780-00009,장좌어린이공원,어린이공원,전라남도 보성군 벌교읍 장좌리 651,061-850-5574
46780-00010,벌교2어린이공원,어린이공원,전라남도 보성군 벌교읍 벌교리 산12-1,061-850-5574
46780-00011,조성2어린이공원,어린이공원,전라남도 보성군 조성면 조성리 259-3,061-850-5574
46780-00012,예당어린이공원,어린이공원,전라남도 보성군 득량면 예당리 453-5,061-850-5574
46780-00013,보성3소공원,소공원,전라남도 보성군 보성읍 보성리 729,061-850-5574
46780-00014,보성4소공원,소공원,전라남도 보성군 보성읍 보성리 695-1,061-850-5574
46780-00015,벌교3소공원,소공원,전라남도 보성군 벌교읍 벌교리 188,061-850-5574
46780-00016,벌교4소공원,소공원,전라남도 보성군 벌교읍 벌교리 187,061-850-5574
46780-00017,벌교5소공원,소공원,전라남도 보성군 벌교읍 벌교리 213-1,061-850-5574
46780-00018,동곡소공원,소공원,전라남도 보성군 조성면 동촌리 159-1,061-850-5574
46780-00019,동율소공원,소공원,전라남도 보성군 회천면 동율리 780,061-850-5232
46780-00021,벌교문화공원,문화공원,전라남도 보성군 벌교읍 회정리 357-2,061-850-5232
46780-00022,판소리테마파크,문화공원,전라남도 보성군 회천면 영천리 730,061-850-5202
46780-00023,예당생태 근린공원,근린공원,전라남도 보성군 득량면 예당리 3039-8,061-850-5342
47190-00006,동락공원,근린공원,경상북도 구미시 3공단1로 191,054-480-5574
47190-00010,푸르미공원,어린이공원,경상북도 구미시 야은로43길 14-13,054-480-5574
47190-00013,노상공원,어린이공원,경상북도 구미시 단계서길 79,054-480-5574
47190-00014,형곡공원,근린공원,경상북도 구미시 경은로 85,054-480-5574
47190-00015,형곡공원,근린공원,경상북도 구미시 경은로 85,054-480-5574
47190-00026,야은공원,어린이공원,경상북도 구미시 송동로 7길,054-480-5574
47190-00029,해바라기공원,어린이공원,경상북도 구미시 검성로 87,054-480-5574
47190-00030,황상공원,어린이공원,경상북도 구미시 수출대로25길 18,054-480-5574
47190-00034,희망공원,어린이공원,경상북도 구미시 송동로 105,054-480-5574
47190-00049,봉곡도서관공원,근린공원,경상북도 구미시 봉곡로 15길 54,054-480-5574
47190-00054,관동공원,어린이공원,경상북도 구미시 봉곡로10길 9-8,054-480-5574
47190-00065,효자공원,어린이공원,경상북도 구미시 상사서로29길 15-12,054-480-5574
47190-00075,원호공원,근린공원,경상북도 구미시 문장로 168,054-480-5574
47190-00080,청백리공원,근린공원,경상북도 구미시 인동14길 14,054-480-5574
47190-00085,사계절공원,어린이공원,경상북도 구미시 인동54안길 18-26,054-480-5574
47190-00087,건강공원,어린이공원,경상북도 구미시 인동54안길 6-19,054-480-5574
47190-00088,다정공원,어린이공원,경상북도 구미시 수출대로31길 67,054-480-5574
47190-00105,해마루공원,근린공원,경상북도 구미시 해마루공원로 86,054-480-5574
47190-00113,가시골공원,어린이공원,경상북도 구미시 도봉로5길 13-1,054-480-5574
47190-00116,구진벌공원,어린이공원,경상북도 구미시 구평동 443-1,054-480-5574
47190-00117,다솜공원,어린이공원,경상북도 구미시 구평동 464-2,054-480-5574
47190-00118,참빛공원,어린이공원,경상북도 구미시 구평동 431-1,054-480-5574
47190-00119,별빛공 원,어린이공원,경상북도 구미시 구평동 452,054-480-5574
47190-00121,까치공원,어린이공원,경상북도 구미시 상사서로23길 13-7,054-480-5574
47190-00134,새마을운동테마공원,문화공원,경상북도 구미시 박정희로 155,054-480-5574
47190-00135,산림문화생태근린공원,근린공원,경상북도 구미시 인덕1길 240,054-480-5574
41190-00044,소향,근린공원,경기도 부천시 조마루로 264,032-625-4843
41190-00046,새싹,어린이공원,경기도 부천시 심중로 110,032-625-4843
41190-00047,청실,어린이공원,경기도 부천시 심중로119번길 18,032-625-4843
41190-00048,푸른,어린이공원,경기도 부천시 부흥로 261,032-625-4843
41190-00050,계남,근린공원,경기도 부천시 송내대로 262,032-625-4843
41190-00053,벌막,근린공원,경기도 부천시 옥산로 15,032-625-4843
41190-00055,서촌,근린공원,경기도 부천시 부일로 172,032-625-4846
41190-00056,석천,근린공원,경기도 부천시 석천로 85-1,032-625-4846
41190-00058,안중근,근린공원,경기도 부천시 송내대로 236,032-625-4843
41190-00001,진말,어린이공원,경기도 부천시 장말로 337,032-625-4855
41190-00003,강남,어린이공원,경기도 부천시 옥산로172번길 14,032-625-4851
41190-00006,먼마루,어린이공원,경기도 부천시 성지로85번길 65,032-625-4852
41190-00007,상산,어린이공원,경기도 부천시 석천로356번길 31-5,032-625-4852
41190-00009,원종,어린이공원,경기도 부천시 삼작로416번길 40,032-625-4852
41190-00029,상동,어린이공원,경기도 부천시 부일로275번길 48,032-625-4846
41190-00021,먹적골,어린이공원,경기도 부천시 신흥로73번길 75,032-625-4855
41190-00024,산우물,어린이공원,경기도 부천시 부일로380번길 28,032-625-4846
41190-00115,소원,어린이공원,경기도 부천시 소사로300번길 41,032-625-4853
41190-00071,옥산,어린이공원,경기도 부천시 옥산로113번길 38,032-625-4843
41190-00074,태양,어린이공원,경기도 부천시 석천로25번길 9,032-625-4846
41190-00012,은행,어린이공원,경기도 부천시 원미로149번길 4,032-625-4854
41190-00051,구지,근린공원,경기도 부천시 상일로 101,032-625-4846
41190-00054,복사골,근린공원,경기도 부천시 장말로293번길 45,032-625-4843
41190-00057,솔안,근린공원,경기도 부천시 부일로 246,032-625-4846
41190-00002,흥천,어린이공원,경기도 부천시 부천로54번길 23,032-625-4855
41190-00005,동화,어린이공원,경기도 부천시 수도로 224,032-625-4854
41190-00008,새터,어린이공원,경기도 부천시 오정로212번길 22,032-625-4852
41190-00146,성주산아이숲터,어린이공원,경기도 부천시 성무로 44,032-625-4853
41190-00148,오정,근린공원,경기도 부천시 상오정로 183,032-625-4852
41190-00028,비둘기,어린이공원,경기도 부천시 신흥로45번길 36,032-625-4855
41190-00036,율곡,어린이공원,경기도 부천시 경인로216번길 66,032-625-4853
41190-00039,원미근린 원미,근린공원,경기도 부천시 소사로 456,032-625-4854
41190-00095,백송마을,어린이공원,경기도 부천시 부흥로 49,032-625-4847
41190-00015,양은리,어린이공원,경기도 부천시 경인로170번길 80,032-625-4853
41190-00016,윗소사,어린이공원,경기도 부천시 소사로177번길 19,032-625-4853
41190-00019,한림,어린이공원,경기도 부천시 경인로526번길 46,032-625-4853
41190-00022,보리수,어린이공원,경기도 부천시 부흥로 369,032-625-4855
41190-00102,다산,어린이공원,경기도 부천시 경인로101번길 45,032-625-4847
41190-00130,원미별빛,어린이공원,경기도 부천시 부천로90번길 51,032-625-4855
41190-00059,약대,근린공원,경기도 부천시 도약로163번길 12,032-625-4843
41190-00060,중앙,근린공원,경기도 부천시 소향로 162,032-625-4842
41190-00062,꿈마을,어린이공원,경기도 부천시 조마루로 343,032-625-4843
41190-00065,반달,어린이공원,경기도 부천시 신상로 24,032-625-4847
41190-00067,보배,어린이공원,경기도 부천시 계남로322번길 29-7,032-625-4843
41190-00070,연꽃,어린이공원,경기도 부천시 옥산로 38,032-625-4843
41190-00025,솔안말,어린이공원,경기도 부천시 경인로29번길 45,032-625-4853
41190-00014,사래울,어린이공원,경기도 부천시 부일로711번길 29,032-625-4854
41190-00075,한아름,어린이공원,경기도 부천시 상동로 78-1,032-625-4846
41190-00076,행복,어린이공원,경기도 부천시 상일로149번길 18-9,032-625-4846
41190-00081,내동,어린이공원,경기도 부천시 삼작로 211,032-625-4852
41173-00075,중앙공원,근린공원,경기도 안양시 동안구 관평로 149,031-8045-5015
41171-00083,개나리어린이공원,어린이공원,경기도 안양시 만안구 안양로343번길 57-7,031-8045-5288
41171-00084,양지어린이공원,어린이공원,경기도 안양시 만안구 양화로72번길 9,031-8045-5288
41171-00101,삼덕공원,근린공원,경기도 안양시 만안구 삼덕로 106,031-8045-5285
41171-00102,한신어린이공원,어린이공원,경기도 안양시 만안구 박달로497번길 57,031-8045-5288
41171-00095,병목안시민공원,체육공원,경기도 안양시 만안구 병목안로 215,031-8045-5285
41173-00117,벌말소공원,소공원,경기도 안양시 동안구 흥안대로456번길 21,031-8045-5022
41171-00175,교화어린이공원,어린이공원,경기도 안양시 만안구 현충로16번길 14,031-8045-5288
41171-00004,갈뫼이린이공원,어린이공원,경기도 안양시 만안구 안양로475번길 51,031-8045-5288
41173-00025,해동어린이공원,어린이공원,경기도 안양시 동안구 관악대로287번길 104-22,031-8045-5022
41173-00026,수촌어린이공원,어린이공원,경기도 안양시 동안구 관평로 333,031-8045-5022
41173-00037,보은어린이공원,어린이공원,경기도 안양시 동안구 관악대로 286,031-8045-5022
41171-00044,충훈어린이공원,어린이공원,경기도 안양시 만안구 석수로178번길 28,031-8045-5288
41173-00069,갈산어린이공원,어린이공원,경기도 안양시 동안구 갈산로58번길 16,031-8045-5022
41173-00040,인덕원어린이공원,어린이공원,경기도 안양시 동안구 관양로305번길 35,031-8045-5022
41171-00105,솔개어린이공원,어린이공원,경기도 안양시 만안구 연현로 113,031-8045-5288
41173-00115,조일소공원,소공원,경기도 안양시 동안구 엘에스로91번길 32-41,031-8045-5022
41171-00120,테크노벨리소공원,소공원,경기도 안양시 만안구 전파로24번길 35-24,031-8045-5288
41171-00122,병목안문화공원(병목안캠핑장),문화공원,경기도 안양시 만안구 병목안로 224-10,031-8045-5288
41171-00164,창박골체육공원,체육공원,경기도 안양시 만안구 창박로41번길 19,031-8045-5025
41173-00173,간촌공원,근린공원,경기도 안양시 동안구 동편로 124,031-8045-5015
41171-00174,박달시장소공원,소공원,경기도 안양시 만안구 양화로116번길 36,031-8045-5288
41171-00002,밤동산어린이공원,어린이공원,경기도 안양시 만안구 냉천로193번길 36,031-8045-5288
41171-00003,냉천어린이공원,어린이공원,경기도 안양시 만안구 안양로263번길 31,031-8045-5288
41173-00010,자유공원,근린공원,경기도 안양시 동안구 평촌대로 76,031-8045-5015
41171-00017,생태예술공원,문화공원,경기도 안양시 만안구 예술공원로245번길 150-1,031-8045-5285
41173-00021,너랑나랑어린이공원,어린이공원,경기도 안양시 동안구 평촌대로411번길 26,031-8045-5022
41173-00023,다보란어린이공원,어린이공원,경기도 안양시 동안구 관악대로263번길 20,031-8045-5022
41171-00008,소곡공원,근린공원,경기도 안양시 만안구 냉천로 51,031-8045-5285
41173-00028,마분어린이공원,어린이공원,경기도 안양시 동안구 관악대로339번길 52-20,031-8045-5022
41173-00030,황금어린이공원,어린이공원,경기도 안양시 동안구 일동로 204,031-8045-5022
41173-00032,동안어린이공원,어린이공원,경기도 안양시 동안구 관악대로330번길 9-16,031-8045-5022
41173-00034,부림어린이공원,어린이공원,경기도 안양시 동안구 관악대로418번길 19-6,031-8045-5022
41171-00041,늘푸른어린이공원,어린이공원,경기도 안양시 만안구 수리산로48번길 43,031-8045-5288
41171-00043,청란어린이공원,어린이공원,경기도 안양시 만안구 석수로212번길 31,031-8045-5288
41171-00045,석수어린이공원,어린이공원,경기도 안양시 만안구 충훈로71번길 15,031-8045-5288
41173-00063,귀인어린이공원,어린이공원,경기도 안양시 동안구 귀인로190번길 142,031-8045-5022
46870-00001,영광생활체육공원,체육공원,전라남도 영광군 영광읍 도동리 365,061-350-4853
46870-00002,영광우산근린공원,근린공원,전라남도 영광군 영광읍 남천리 92-1,061-350-4853
46870-00003,백수군민생활체육공원,체육공원,전라남도 영광군 백수읍 길용리 806-1,061-350-4631
28710-00007,유아공원,어린이공원,인천광역시 강화군 강화읍 동문안길 15,032-930-3467
28710-00010,6호공원,어린이공원,인천광역시 강화군 강화읍 남문로31번길 11,032-930-3467
28710-00011,강화산단체육공원,체육공원,인천광역시 강화군 강화읍 연미정길 204,032-930-3227
28710-00002,남산공원,근린공원,인천광역시 강화군 강화읍 청하동길36번길 29-25,032-930-3467
46130-00071,오복공원,근린공원,전라남도 여수시 경호동 239번지,061-659-4627
46130-00072,대경도공원,근린공원,전라남도 여수시 경호동 193-2,061-659-4627
46130-00073,월산공원,어린이공원,전라남도 여수시 율촌면 월산리 1485-2,061-659-4627
46130-00076,성산공원,근린공원,전라남도 여수시 화장동 949,061-659-4627
46130-00077,여천체육공원,체육공원,전라남도 여수시 여천체육공원길 49,061-659-4627
46130-00078,주공공원,어린이공원,전라남도 여수시 신기동 4,061-659-4627
46130-00079,들몰공원,어린이공원,전라남도 여수시 신기동 5,061-659-4627
46130-00080,기전공원,어린이공원,전라남도 여수시 신기동 7,061-659-4627
46130-00081,월하공원,어린이공원,전라남도 여수시 신기동 132,061-659-4627
46130-00082,시목공원,어린이공원,전라남도 여수시 신기남길 15,061-659-4627
46130-00083,망마공원,어린이공원,전라남도 여수시 신기남3길 28,061-659-4627
46130-00084,신기공원,어린이공원,전라남도 여수시 신기북3길 20,061-659-4627
46130-00085,학류정공원,어린이공원,전라남도 여수시 신기북3길 9,061-659-4627
46130-00086,신화공원,소공원,전라남도 여수시 신기동 141,061-659-4627
46130-00087,안산공원,소공원,전라남도 여수시 학동 113,061-659-4627
46130-00091,대초공원,어린이공원,전라남도 여수시 율촌면 월산리 1503,061-659-4627
46130-00092,민드래미공원,어린이공원,전라남도 여수시 둔덕동 649,061-659-4627
46130-00093,녹지원공원,어린이공원,전라남도 여수시 둔덕동 656,061-659-4627
46130-00095,가장공원,어린이공원,전라남도 여수시 율촌면 가장리 2002-1,061-659-4627
46130-00096,동동공원,근린공원,전라남도 여수시 안산동 735,061-659-4627
46130-00097,장성공원,어린이공원,전라남도 여수시 안산동 717-6,061-659-4627
46130-00098,선사유적공원,근린공원,전라남도 여수시 화장동 945-1,061-659-4627
46130-00099,중흥공원,어린이공원,전라남도 여수시 중흥동 1250-5,061-659-4627
46130-00100,평여2공원(망향공원),어린이공원,전라남도 여수시 평여동 641-1,061-659-4627
46130-00101,신촌공원,어린이공원,전라남도 여수시 중흥동 101-4,061-659-4627
46130-00102,삼일공원,어린이공원,전라남도 여수시 중흥동 602-6,061-659-4627
46130-00103,오충사공원,역사공원,전라남도 여수시 웅서뒷길 16-1,061-659-4627
46130-00104,청소년문화공원,근린공원,전라남도 여수시 웅천동 1684,061-659-4627
46130-00105,암골못공원,근린공원,전라남도 여수시 웅천동 99,061-659-4627
46130-00106,웅천못공원,근린공원,전라남도 여수시 웅천동 228,061-659-4627
46130-00107,해변공원,수변공원,전라남도 여수시 웅천동 1899-2,061-659-4627
46130-00108,자당공원,역사공원,전라남도 여수시 웅천동 1419,061-659-4627
46130-00111,죽림근린공원,근린공원,전라남도 여수시 소라면 죽림리 1169,061-659-4627
46130-00112,상금천공원,어린이공원,전라남도 여수시 소라면 죽림리 1151,061-659-4627
46130-00113,차동공원,어린이공원,전라남도 여수시 소라면 죽림리 1140,061-659-4627
46130-00114,시구들공원,어린이공원,전라남도 여수시 소라면 죽림리 1197,061-659-4627
46130-00115,하금공원,어린이공원,전라남도 여수시 소라면 죽림리 1205,061-659-4627
46130-00116,신송공원,어린이공원,전라남도 여수시 소라면 죽림리 1221,061-659-4627
46130-00118,솔래공원,소공원,전라남도 여수시 봉강4길 28,061-659-4627
46130-00119,서교공원,소공원,전라남도 여수시 서교동 966-1,061-659-4627
46130-00120,민들레공원,소공원,전라남도 여수시 국동 954-44,061-659-4627
46130-00124,삼거리공원,소공원,전라남도 여수시 수정동 693-1,061-659-4627
46130-00125,수정공원,소공원,전라남도 여수시 수정동 710-33,061-659-4627
46130-00126,관문공원,소공원,전라남도 여수시 관문동2길 23,061-659-4627
46130-00127,조산들공원,어린이공원,전라남도 여수시 소라면 죽림리 1219,061-659-4627
46130-00128,관기공원,근린공원,전라남도 여수시 소라면 관기리 578,061-659-4627
46130-00129,종포해양공원,수변공원,전라남도 여수시 종화동 526-7,061-659-4627
46130-00130,순교지공원,역사공원,전라남도 여수시 둔덕동 476-3,061-659-4627
46130-00131,구름질공원,어린이공원,전라남도 여수시 소라면 죽림리 산 129-11,061-659-4627
46130-00132,오리박골공원,어린이공원,전라남도 여수시 소라면 관기리 산19-20,061-659-4627
46130-00133,사랑댕이공원,어린이공원,전라남도 여수시 소라면 관기리 496-1,061-659-4627
46130-00134,상관공원,어린이공원,전라남도 여수시 소라면 관기리 262,061-659-4627
46130-00121,공원,소공원,전라남도 여수시 미평6길 2-9,061-659-4627
46130-00122,귀인쉼터공원,소공원,전라남도 여수시 미평동 466,061-659-4627
46130-00135,하관공원,소공원,전라남도 여수시 소라면 관기리 산 12-9,061-659-4627
46130-00136,성본공원,어린이공원,전라남도 여수시 소라면 관기리 983-10,061-659-4627
46130-00002,자산공원,근린공원,전라남도 여수시 자산공원길 88,061-659-4627
46130-00004,남산공원,근린공원,전라남도 여수시 남산동 산10,061-659-4627
46130-00005,망마공원,근린공원,전라남도 여수시 시전동 146번지,061-659-4627
46130-00006,이순신공원,근린공원,전라남도 여수시 웅천동 산191번지,061-659-4627
46130-00007,안산공원,근린공원,전라남도 여수시 학동 산9번지,061-659-4627
46130-00008,용기공원,근린공원,전라남도 여수시 학동 316번지,061-659-4627
46130-00009,두력공원,근린공원,전라남도 여수시 웅천동 산268-1,061-659-4627
46130-00010,가덕공원,근린공원,전라남도 여수시 소호동 산161,061-659-4627
46130-00011,장도공원,근린공원,전라남도 여수시 웅천동 산272,061-659-4627
46130-00012,무선산공원,근린공원,전라남도 여수시 화장동 산42-2,061-659-4627
46130-00013,선원공원,어린이공원,전라남도 여수시 선원동 1240-1,061-659-4627
46130-00014,화산공원,어린이공원,전라남도 여수시 화장동 815-7,061-659-4627
46130-00016,화장공원,어린이공원,전라남도 여수시 화장동 735,061-659-4627
46130-00017,봉산공원,어린이공원,전라남도 여수시 봉산남3길 17-22,061-659-4627
46130-00018,연등공원,소공원,전라남도 여수시 연등동 729-5,061-659-4627
46130-00019,제일공원,소공원,전라남도 여수시 국동 193-481,061-659-4627
46130-00020,행복공원,소공원,전라남도 여수시 국동 193-133,061-659-4627
46130-00021,녹색공원,소공원,전라남도 여수시 국동 193-311,061-659-4627
46130-00022,국화공원,소공원,전라남도 여수시 국동 193-413,061-659-4627
46130-00023,구봉공원,소공원,전라남도 여수시 국동 193-20,061-659-4627
46130-00024,들꽃공원,어린이공원,전라남도 여수시 오림동 412,061-659-4627
46130-00025,왕심천공원,어린이공원,전라남도 여수시 둔덕동 439-2,061-659-4627
46130-00026,석교공원,어린이공원,전라남도 여수시 둔덕동 496-1,061-659-4627
46130-00027,호암공원,어린이공원,전라남도 여수시 미평동 578-4,061-659-4627
46130-00028,고락공원,어린이공원,전라남도 여수시 미평동 576-4,061-659-4627
46130-00029,소정공원,어린이공원,전라남도 여수시 미평동 592-4,061-659-4627
46130-00030,사벽공원,소공원,전라남도 여수시 학동 18-22,061-659-4627
46130-00031,건천공원,소공원,전라남도 여수시 학동 25-1,061-659-4627
46130-00032,여선공원,소공원,전라남도 여수시 선원동 143-1,061-659-4627
46130-00033,도원공원,어린이공원,전라남도 여수시 선원동 1325-2,061-659-4627
46130-00034,용성공원,어린이공원,전라남도 여수시 선원동 1306,061-659-4627
46130-00035,돌산공원,근린공원,전라남도 여수시 돌산읍 우두리 산1,061-659-4627
46130-00036,여문공원,근린공원,전라남도 여수시 여서동 210번지,061-659-4627
46130-00037,허문공원,어린이공원,전라남도 여수시 문수동 873,061-659-4627
46130-00038,텃골공원,어린이공원,전라남도 여수시 여서동 247,061-659-4627
46130-00039,여명공원,어린이공원,전라남도 여수시 여서동 387,061-659-4627
46130-00040,봉두공원,묘지공원,전라남도 여수시 소라면 의곡길 494,061-659-4627
46130-00041,세종공원,어린이공원,전라남도 여수시 문수동 459-5,061-659-4627
46130-00042,원앙공원,어린이공원,전라남도 여수시 문수동 310-2,061-659-4627
46130-00043,흥화뒤뜰공원,어린이공원,전라남도 여수시 문수동 675-2,061-659-4627
46130-00044,흥화공원,어린이공원,전라남도 여수시 문수동 675-3,061-659-4627
46130-00045,현대공원,어린이공원,전라남도 여수시 여서동 489-2,061-659-4627
46130-00046,대치공원,어린이공원,전라남도 여수시 여서동 489-3,061-659-4627
46130-00047,여서공원,어린이공원,전라남도 여수시 여서동 496-2,061-659-4627
46130-00048,거북선공원,근린공원,전라남도 여수시 학동 162번지,061-659-4627
46130-00050,강남정공원,근린공원,전라남도 여수시 돌산읍 강남해안로 129,061-659-4627
46130-00051,백초공원,어린이공원,전라남도 여수시 돌산읍 우두리 1004-1,061-659-4627
46130-00052,진두공원,어린이공원,전라남도 여수시 돌산읍 우두리 1017,061-659-4627
46130-00053,상포공원,어린이공원,전라남도 여수시 돌산읍 우두리 1077,061-659-4627
46130-00054,동백공원,어린이공원,전라남도 여수시 돌산읍 우두리 1107,061-659-4627
46130-00055,청솔공원,어린이공원,전라남도 여수시 돌산읍 우두리 1133-2,061-659-4627
46130-00056,진모공원,어린이공원,전라남도 여수시 돌산읍 우두리 1131,061-659-4627
46130-00057,한산공원(구봉산),도시자연공원,전라남도 여수시 구봉산길 77-1,061-659-4627
46130-00058,양지공원,어린이공원,전라남도 여수시 미평동 723,061-659-4627
46130-00059,평지공원,어린이공원,전라남도 여수시 미평11길 16,061-659-4627
46130-00060,둥둥재공원,어린이공원,전라남도 여수시 문수동 453,061-659-4627
46130-00061,코아루공원,어린이공원,전라남도 여수시 문수동 473-1,061-659-4627
46130-00065,항호공원,어린이공원,전라남도 여수시 소호2길 14-1,061-659-4627
46130-00066,심곡공원,어린이공원,전라남도 여수시 안산동 459,061-659-4627
46130-00067,고인돌공원,어린이공원,전라남도 여수시 미평동 775,061-659-4627
46130-00138,하금공원,근린공원,전라남도 여수시 소라면 죽림리 648-1,061-659-4627
46130-00139,원죽림공원,근린공원,전라남도 여수시 소라면 죽림리 산116,061-659-4627
46130-00140,신송공원,근린공원,전라남도 여수시 소라면 죽림리 233,061-659-4627
46130-00141,개나리공원,어린이공원,전라남도 여수시 소라면 죽림리 257,061-659-4627
46130-00142,고사리공원,어린이공원,전라남도 여수시 소라면 죽림리 743-1,061-659-4627
46130-00143,강산골공원,소공원,전라남도 여수시 소라면 죽림리 696,061-659-4627
46130-00144,원죽공원,어린이공원,전라남도 여수시 소라면 죽림리 770-5,061-659-4627
46130-00145,삼정공원,어린이공원,전라남도 여수시 소라면 죽림리 168,061-659-4627
46130-00146,애아골공원,어린이공원,전라남도 여수시 소라면 하금길 13,061-659-4627
46130-00147,산들공원,어린이공원,전라남도 여수시 소라면 죽림리 264,061-659-4627
46130-00148,천수골공원,어린이공원,전라남도 여수시 소라면 죽림리 산118,061-659-4627
46130-00149,적량공원,소공원,전라남도 여수시 월래동 산20,061-659-4627
46130-00137,상하금공원,근린공원,전라남도 여수시 소라면 죽림리 산13,061-659-4627
46130-00150,한려공원,어린이공원,전라남도 여수시 수정동 777-5,061-659-4627
46130-00151,엑스포공원,수변공원,전라남도 여수시 수정동 781,061-659-4627
46130-00152,신항공원,수변공원,전라남도 여수시 수정동 778,061-659-4627
46130-00153,웅천친수공원,근린공원,전라남도 여수시 웅천동 1692,061-659-4627
46130-00154,경도3공원,소공원,전라남도 여수시 경호동 951,061-659-4627
46130-00155,내동공원,소공원,전라남도 여수시 경호동 960,061-659-4627
46130-00156,외동공원,소공원,전라남도 여수시 경호동 959,061-659-4627
46130-00157,꽃가람공원,근린공원,전라남도 여수시 덕충동 2093,061-659-4627
46130-00158,하늘길공원,근린공원,전라남도 여수시 덕충동 2086,061-659-4627
46130-00159,도담공원,어린이공원,전라남도 여수시 덕충안길 79(덕충동),061-659-4627
46130-00160,늘품공원,어린이공원,전라남도 여수시 덕충동 2039,061-659-4627
46130-00161,초록아침공원,소공원,전라남도 여수시 덕충동 2061,061-659-4627
46130-00162,문화공원,문화공원,전라남도 여수시 박람회길 1,061-659-4627
46130-00163,손양원목사 유적공원,역사공원,전라남도 여수시 율촌면 신풍리 13-57,061-659-4627
46130-00164,율촌 조화공원,근린공원,전라남도 여수시 율촌면 조화리 58-16,061-659-4627
46130-00165,대포공원,근린공원,전라남도 여수시 소라면 대포리 15-2,061-659-4627
46130-00166,덕양 양지바름공원,근린공원,전라남도 여수시 소라면 하세동길 17-12,061-659-4627
